index,answer,prediction
1446,ПРАВИЛА ПОСЕЩЕНИЯ ПАРКА КУЛЬТУРЫ И ОТДЫХА ДОМА ОФИЦЕРОВ ЗАБАЙКАЛЬСКОГО КРАЯ,"NPABNNANOCEWEHNA nAPKA KYnbTyPbI M OTAbIXA AOMA O中NLEPOB 3A5AMKAnbCKOrO KPAR Paboma napka ocyuecmennemcg no cnedyoueny pemuMy enemHumepuodc7.00qacoe do 23.00 4aco6 noepewdam6unepecmaenamb Manble pxumeKmypHbie opMbI（caMeuku,a3oHbl,ypHbl),HaHocumb 83uMHumepuodc7.004acoe do21.004aco8 HadnucuupucyHKu; HaxodncbHameppumopuunapkanocemumenudo6poeonbHoco2nawaomc Haco6nodeHue·nospewdamb ckynbnmypbl,6odHble coopyweHuA （boHmaHbl,BodoeMbl)uHaHocumbHadnucuu npasunnoceuyeHuapkakynbmypbluomdbixaAomaopuepoe3abauikanbcKo2okpag. pucyHKu HaHUX; onbumecmnpaeunonynukaHaouuanbHocaumeAyBoouuep3a6aukanbcKopa e0u3beaHue cmonKHoeeHuAUHaHeceHuR bu3uyecKo2oBpedanpoxodumb HameppumopuNO napkaceenocunedaMu,MomouuKnaMu,cno6bMu caMoxodHbIMucpedcmBaMunepedBuxeHuA 1.Hameppumopu napkaycmaHanueaemc ocobiupexuMoxpaHblunonb30BaHuR unepedeuzambcAnomeppumopuucucnonb30saHuAMyka3aHHbixmpaHcnopmHbixcpedcm6 3auCKnoyeHueM:demcKuxKOngcoKmpexKonecHblxBenocunedoe,caMoKamo6dngdemeu 2.Aocmyn 6napk ceo6odHbiu uocyuecmenRemca Ha 6ecnamHouocHoBe. 6eo3paCme do nAmu nem,nuuHauHeanudHbIx KonRcKaxamaKke kpoMe npedycMompeHHblIx ammpaKuuoHaMu napka u apeHdamopoe napka 3.nobecneyeHu 6e3onacHocmu 6napke sedemc eudeoHanodeHue nposedeHueebicmynneHu,HeomHocAuuxc KpodydeRmenbHocmunapka,nonumuecKue 4.M3opaxeHuUBudeo3anucucdenaHble nocemumeneM 60 epeM noceueHuAnapkaMoym MumuHzu,c6opdeHexHbixcpedcme,op2aHu306aHHbie2pynno8blepenu2uo3HbleBbicmynneHuR uCnoAb30BambcA mobKo dnA 4acmHo20 doMaWHe2o ucnonb306aHuR unupumyanbl,deMOHcmpauuu,yye6Hble Knaccbl,npomecmbl 6noboMMecme napka unu ea0 npunezaoueu meppumopu 5.AdMuHucmpauun napka He Hecem omeemcmeeHHocmu 3aHecyacmHblecnyau,eo3Hukuue8 pe3ynbmameHeco6nrodeHuR nocemumenANunpaeun 6e3onacHocmunpuocMompeebicmaeoyHou -mop2osamb cyeeHupHou unn6ou dpyaounpodykuueu,pacnpocmpaHamb 6unemb,ocyuecmenamb eoeHHou mexHuKu,npaeunnoBedeHuR Ha demckounnouadke,npaBun 6e3onacHocmu npunoceueHu uHyioKoMepyecky demenbHocm6e3dozosopauconacoaucadMuHucmpauueuoMaouuepo uammpaKuuoHoe,npaeun noeedeHuA y eodHbix coopyxeHuu 3aHuMambcR eceMuudanuxydoecmeeHHoucaModeAmenbHocmunposodumbMacco6ble BuenAx coxpaHeHuR uHadnexaueoucnonb306aHuR meppumopu apka kynbmypbl uomdbixa MeponpuAmuA 6e3 nucbMeHHozo conacoBaHuR cadMuHucmpauueuAoMa opuuepoe; oNa oduuepos 3abaukanbcko2o pan,a make cuenboobecne4eHug 6e3onacHocmunocemumeneu Hameppumopuu napka 3anpeuaemca: KoHmponbBbinonHeHu Hacmoguux pasunocyuecmenom cMompumenu napka,chy6aoxpaHbl npoxodumb Ha meppumopuro napka u ebieynueamb doMauHux xuaomHbix ecex eudoB BxodbbxodbaKyauoHble nymu,npoxodb,npedHa3HaeHblednapa6omHuKoecnyb cnaceHuR.ckopounoMouu,cnyx6bl 3Kcnnyamauuu,donHbl 6bimb6ceeda docmynHblompbmbl nopmumbunoMamb depebAukycmapHuku uceo5ooHbl om npenAmcmeuu AdMuHucmpauuAy《BMu《HoMoouuepoe 3a6aukanbckozo kpag》"
1447,С ЛЁГКИМ ПАРОМ!,CNETKH TAPOM!
1448,00,
1449,00,00
1450,421133,421133
1451,9999,9999
1452,ЗЕНИТ ОД СЧЁТ 2,CYET
1453,000000,000000
1454,ДВА ГОДА ГАРАНТИИ,ABA TOnA TAPAHTNN
1455,CLARK COUNTY McCARRAN INTERNATIONAL LAS VEGAS,
1456,SPORT,SPORT
1457,13:15 12.11.17 ледующая ос,13:1512.1117 mam a!
1458,LIVE NOW,LIVE NOW
1459,ШКОЛА,WKOnA
1460,Kitfort,Kitfort 6a30BaA 心 Pa3orpeB U Bapka 十 ToMneHNe MaKc. Wapka
1461,YAKIMASPORT,YAKIMASPORT SPORTSTRAININGACCESIORIES
1462,htopRoyalSun,htopRoyalSun
1463,МОЯ ЖИЗНЬ- МОИ ПРАВИЛА,MO*V3H MONNPABNNA
1464,NEON,NEON
1465,Dream,Deam
1466,HOTEL,木元儿 HOTEL
1467,Just Married,TetMonid
1468,LIVE,mLVE
1469,M SHOE REPAIR,SHOE REPAIR
1470,Love,LOe @の
1471,РЫБОЛОВ,PbIBONON
1472,OUT OF YOUR LEAGUE!,9 OUT OFYOUR LEAGUE! CHIPOTLE AIOL FORKS POONS BEET KETCHUP
1473,Lashes,Sashes
1474,TASHA Beauty CAFE,TASHA Beauity CAFE
1475,hello,hello
1476,LOVE,Le
1477,ALEX,DOXT'GO TROUGILIFE WITHOUT GOAL UNCLEJOHN
1478,Love,gse
1479,Enjoy,Engoy NEO HONGBA odelMe-120-3000-20 tnut120vC50/66H0. hutot3y.30mA
1480,coffee,Coll ee
1481,ЦВЕТЫ,LBETL
1482,Your logo Here,Your Logo Here
1483,RESTAURANT BAR,RESTAURANT BAR
1484,10:27,10:27  X ® 日
1485,LIVE,LIVE
1486,GAME CLUB,GAmE CLUB
1487,Coffee SHOP,Coffee SHOP
1488,APERTURE LABORATORIES,APERTURE LABORATORIES
1489,TRUST ME YOU CAN DANCE,TRUSTME YOUCAN DANCE Tegelaer
1490,шаверма,waBepma
1491,Viber Insider,Viber nsuder
1492,BAR HDJ SIGN,BAR HDJ SIGN
1493,MOTEL,MOTEL VACANCY
1494,WELCOME TO Fabulous LAS VEGAS NEVADA,WELCOME LASVEGAS ToFalrulous NEVADA
1495,Disput Detail,10:27  不 Dispute Detail Dispute Info Dispute opened Nov.272020 Dispute reason Counterfeit item AliExpress Judoment Style not as described Valid ALIEXPRESSJUDGMENTDETAILS Status: Dispute Finished Proposed solution Refund（EURE6.89） Rominder This.disnute has been processed Evidences +5 Order Messages Dispute History
1496,возьми кофе с собой,BO3bMn KODE CCObOn peSd
1497,Morapito RACING,Marapi RACING
1498,Весна,Becta ★ TSA NEON
1499,Регион Строй Реставрация,PerHOH CTpon PecTaBpauMa Bprineru stalitaprintn stolitsaornt. prnt mon
1500,БУХГАЛТЕРИЯ,znaki.ru 6yXTARTEPNA www.wa
1501,ДИРЕКТОР ДЕПАРТАМЕНТА РАЗВИТИЯ Андриянов Валерий Владимирович,ANPEKTOP AENAPTAMEHTAPA3BNTNA AHAPNAHOB BanepnBnaAMnpoBNy
1502,315 КАБИНЕТ ХИМИИ,315 KAGHHET AHNIOR PERSONA-STEND.RU
1503,ПРИЕМНАЯ ДИРЕКТОР Фамилия Имя Отчество,HIPNEMHAA IHPEKTOP Φ AMNI MMA OTyeCTBO
1504,400,400
1505,25 ОТОЛАРИНГОЛОГ,SOOIAPPIHIONOF
1506,и косметолог Правительства,oroesocMeronor weTBa Caratharagougrs F9 Toncecn
1507,ЗАМЕСТИТЕЛЬ НАЧАЛЬНИКА УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ,3AMECTHTEIbHA4A/bHMKA yoMCPOCCHH HIO APOCIABCKOH 06JIACTH
1508,ЧАСЫ РАБОТЫ:,CPO.ROCTOH cMMarOnCNFErKHa ACbIPASOTbl: 09.00A021.00 CFODMAIB.DD 7（4102021000
1509,107,SEROERA 107 EVIAHDRA
1510,"Конференц-зал ООО ""Файффс Фрут Импортс""",KoHcpepeHu-3an OOO《中aicpyTMnopTc
1511,Государственное казенное учреждение Управление строительства Ленинградской област,TocyIapCTBeHHOe ka3eHHOey4pe*JeHNe 《VupaBIeHHe cTpoHTeJIbCTBa JleHuHrpaackoi ooJacTI
1512,название компании,+  pe HA3BAHHE KOMIAHHH Heuuenoscne andeas c0 Hemcr omles aoporcc 00 go18.00 aopaorcc l00 go18.00 4a
1513,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,REHEPAJIbHbIN JHPEKTOP
1514,Перед входом помолитесь,MepeA BXOOM nOMOnNTeCb
1515,КАБИНЕТ СПЕЦИАЛИСТА,KAEHHETCHIELINAAHCTA
1516,КАБИНЕТ ЛИТЕРАТУРЫ,KABHHET JIMTEPATYPBI
1517,Системный администратор,CHCTEMHbIN AAMNHNCTPaTOp
1518,переговорная welcome,NEPErOBOPHAA welcome
1519,ЛЮДИ ДОБРЫЕ ПОМОЖЕМ ЧЕМ МОЖЕМ,AIOAM AO6PbIE NOMOWEM|EMMOHEM
1520,ОРГАНИЗАЦИОННО- -КАДРОВОЕ УПРАВЛЕНИЕ,OPTAHM3AINOHHO- -KAIPOBOE YIPABIEHME
1521,КАБИНЕТ МАТЕМАТИКИ,KAENHET MATEMATHKH
1522,ВЕЛЛЕ,KOMNNNNS 《BEnnE》
1523,НЕ ВХОДИТЬ,HE BXOANTD
1524,Директор Иванов Иван Иванович,Jupekrop MBaHOB MBaH MBaHOBUY
1525,Массажный кабинет,MaccaxHbi Ka6NHeT 353637
1526,403,4403 AitGlence KaOHHeTNo403
1527,ПРИЕМНАЯ,IIPNEMHAM
1528,ТЕРАПЕВТ 9,TEPANIEBT 9
1529,ИДЕТ СОВЕЩАНИЕ НЕ ВХОДИТЬ ШТРАФ 500 руб.,WAET COBELWAHNE HE BXONNTb WUITPAO 500 py6.
1530,Название таблички,Ha3BaHue Ta6AuyKU
1531,Начальник инженерно-технического отдела Иванов И.И.,HaqaJbHHK HHKeHepHO-TeXHHecKoro oTena HeaHOeH.H.
1532,МЕДТЕХ КА,DENAPTAMEHTJLPABOOXPAHERA rOPOBAMOCKBW VHOE  COPMEITEXHMKA
1533,Теплопункт посторонним вход воспрещён!,TennonyHKT NOCTOPOHHNMBXOA BOCNPEWEH!
1534,Материальный склад,0G5 MaTepManbHhR cKnan
1535,БУХГАЛТЕРИЯ,X BYXIAITEPHA
1536,ЛОГОПЕД,JOTOIEI
1537,АРХ ТЕКТУРНО-СМЕТНЫЙ ОТДЕЛ,手E民 EpM MOEMENT ME 2 APXTEKTYPHO-CMETHGIN
1538,RUS N RUSCON,RUSCON
1539,Я ТЕБЯ ЛЮБЛЮ!,4TEB9 AHOBA1O!
1540,peace,PEACE
1541,Я ЛЮБЛЮ ТЕБЯ ДИАНА ЭТЬН.,9.1G5O TE69 DuaHa 3TbH
1542,Text,Text
1543,FRI END,FRJEND
1544,СВОБОДУ ВЛАДИМИР ВОРОНЦОВ,
1545,PRIDE,PRIDE
1546,Колечка ЛЮБЛЮ,
1547,БИТЬ И БЕРЕЧ,OEMTS WBEPE4L
1548,"ТОЛЯ Я БЕРЕМЕННА ОТ ТЕБЯ! РИТА ТОЛЯ, И Я БЕРЕМЕННА ОТ ТЕБЯ! Наташа Толя, я так-то тоже беременна от тебя! Мила",TA9.HRSEPEMEHHA TOΛRR6ePeMeHHA OTTeDA OTTEEA! Puma HATAIA me0%
1549,"Мяушки, с Днём Люблю тебя.",Chasuo mede borgeruex! rpocmbie Pagocmu! CHH Aapte suog www.prostorad.ru
1550,ОТКРЫВАЙ КОБРА!!,OTKPbIBaM KOEPA!!!
1551,"Полина, прости меня пожалуйста! Даня","nONUHA, NPOCTUMeHA OnOKANyUCTA! AH"
1552,2015,SaS Z口L5
1553,"Соколовский 
 не 
 террорист",CokoAoBcknu  TEPPOPUCT
1554,ПРОСТИ!!!,J2OCTEU!
1555,"Севернее Кореи . Соцсети о санкциях, репрессиях и эмиграции ","""CeBepHeeKopen""CouceTHo caHKuAx,penpeccAxmrpau"
1556,ВИКА Я ЛЮБЛЮ ФАСОЛЬ!,rOb! .A05NG DA
1557,Old School,old School
1558,Вопрос 5,llonpocS Te e e.eHay. mn aot1.Pr.  x4a7.a KacoevoebonpHanca
1559,Всё будет хорошо!!!,Bce6yAeTxopowo!!! 
1560,LETSBE Friends FOREVER,LETSBE Fuends FOREVER
1561,хватит!,发 6 MRh
1562,Я люблю свою БАБУ,A#4EAO CIBOHO: BABY
1563,ПИТЕР-,
1564,БЕСИШЬ МЕНЯ,60 FECHU HEHS
1565,С ДОБРЫМ УТРОМ! БЕСИШЬ МЕНЯ ,  CIOSPHMyTPOM!
1566,Amelica.com для детей,Amelica.com AnagOTOA 8
1567,Лето в Подмосковье,eTO BlloAMOCKOBbe OTCK2Hy 
1568,KENTATSU,KENTA
1569,anextour,anextour W OREXT DUEEIC HEBABMEMOTH
1570,ПОДКЛЮЧАЙ,NOAKIIOAN PoCTeneKOM 818011000800
1571,Aladdin,ACcle DienE
1572,REDTAXI,REDTRXI REDTHI ISAKE3OA
1573,наклейка на заднем стекле,HAKJEMKA HA3AAHEMCTEKE
1574,ПРЕДМЕТЫ КУХНИ,GFENETSIHSXAN
1575,Travel,Travel
1576,Губка,YoKaD% eAgPHNE 
1577,Т КУРОРТ,
1578,Coc Cola,CceCala callola C
1579,ESPRESSO,ESPRESSO
1580,"Twinkle 
 twinkle Little Star 
 Do you know how 
 Loved you are",inkle Voyouknow how Loued yonae
1581,JACK,JACK M6
1582,A B C D E J G H I J K L M N O P Q R S T U V W X Y Z,ABODEgGHT JKLMNOPG RS'TOYWxZ
1583,MENU,MENV
1584,presence,presence
1585,DRAW,DRAW C 福  etteu 10    5ie
1586,EVAN,全VAN
1587,I Love You to the moon...and back again.,Toeu to the moon...and back again. 人
1588,Странник,CTPAHHNK (Xoasnos dons)
1589,this is us Our life. Our story. Our home.,tligigus Our life. Our story. Our home.
1590,Z,
1591,"телефона, смотрите в другом объявлении","BhpoiaReeCibSCoToBbix TeIeOoHa,CMOTpNTeBAPyIOM OObABneHNN"
1592,tartness,tarthess
1593,"HO 
 ME",HO ME
1594,Telephone,Telerhane ? 福 S 福 一 D 一 2 厦 面
1595,love,
1596,a²+b²=c²,林 CRb²=C2
1597,мы страждем от засухи А.С. Пуш,109 yxL CVW
1598,очень удобная и практичная вещь! вам так не кажется?,KOYEHb YAOSHAAN NPAKTNYHAABEWb! BAMTAKHE KAKETCA?>
1599,Light Medium Demi Bold,Light EHOS Medium Demi Bold
1600,ПОЛЕЗНЫЕ ИГРЫ С ОГНЁМ,TOJIE3HbIEMIPbI COrHEM NETME-nZEBETET GREEHNEACG
1601,Методическая копилка,Memogurecraa nonuuna
1602,ДОБРОЕ УТРО,
1603,Областное информационно-пропагандистское мероприятие СтопГаджет!,Lentpnorpoktneeaetcecrogepcao-rpacncgoroTpamirisa rhycoeeapHirucGroFaagesnaaa O6nacTHoe HH@opMauHoHHo-nponaraHAMcTCKoe MeponpHATHe#CTonfaAKeT! Aomonpoeedehuec4no9anpen2022eoda R区
1604,2015,Xzois
1605,НАСЕЛЕНИЯ,EUE
1606,ВОЛГ КОН СБОРНИК ФАНТАСТИЧЕСКИХ РАССКАЗОВ,BOnrAKOH CSOPHNKΦAHTACTW4ECKMXPACCKA3OB
1607,C.Э. Фриш Сквозь призму времени,C.3.中p CKBO3bnpM3My BpeMeHM
1608,NO,NO yocresuennocfaeognce YeAxMNCKRCRTM! m.moe.am.tenpomy. Coftaoaretamnny: M Aannncrpaan Ousepaman n Xprn Mo aeTrpoea opluw.! Manupoer
1609,Развитие социальной активности младших школьников,Pa3BHTHe COUHOnbHO OKTHNHOCTH Merogrecxe mcrepnanknporpo MnOnWMXWKonbHHKon sOpnAToPoccH MOOXBA 20G2
1610,КОФЕЙНЯ,KOPENHA
1611,MarcO'Polo,Mare O'Palo
1612,РУССКИЙ СТАНДАРТ БАНК,PyCCKHI CTAHIAPT SAHK
1613,ЗаБава САЛОН КРАСОТЫ,BaDaba CAJOH KPACOTbI
1614,smplewine винотека,sinplewine BNHOTEKA
1615,НОЖОМ  ВИЛКОЙ ГОРОДСКОЕ КАФЕ,HOXOM&BWIKOU TOPOHCROE RAPE
1616,К-РАУТА СТРОЙМАСТЕР,CTPOMIMACTEP
1617,Салон красоты СТАТУС,COUnOH KPGCOTa CTATNC
1618,ресторан olivo рестораны,PECTOPAHbI Hino PECTOPAH
1619,Стрижи ТОРГОВЫЙ ЦЕНТР,(mpu)ku TOPTOBbIMUEHTP
1620,ДОБРЫЙ ЖАР,AOBPLIN XAP KOTHeHHe·KOHcepepo
1621,БУФЕТЪ.,By中BTb.
1622,AllTime.RU,AllTime RU
1623,Cora,C Oral
1624,сафари фитнес,capapu 中umHec SMOFIZRU
1625,mega,Mega
1626,ресторан украинской кухни СКОВОРОДА,CKOBOPOA
1627,Ubik ЦИФРОВАЯ ТЕХНИКА,UOik LUOPOBAN TEXHKA
1628,АЗБУКА ВКУСА,A36YKA BKYCA
1629,Охотный ряд коммерческий банк,OXOTHbIN PAA KOMMep4ecKn6aHK
1630,аппарат Совета депутатов муниципального округа Бирюлёво Западн ЮЖНЫЙ АДМИНИСТРАТИВНЫЙ ОКР,anapat CoBeTaIeyTaTOB MyHHuMnaJIbHoro oKpyra BuproJeBo3anaIHo JOKHDIAAAMHHHCTPATHBHDIMOKPVF
1631,ДВОРЕЦ ТВОРЧЕСТВА ДЕТЕЙ И МОЛОДЕЖИ молодежный творческий форум китеж плюс,大 m SSORSNA IBOPEIITBOPYECTBA TETEIHMOJIOIEJKM MOTOIEKHhIHTBOPECRHROOPM KHTESK HJIHOC nH-009-00-21.00 METALPAO
1632,МИЛТИ,MNNTA
1633,СЛОН завод рекламы,
1634,семейная парикмахерская Family,ceMeMHaa napMKMaxepcKaa FAMiLy
1635,ТУШИНСКАЯ,TyLWHCKAR
1636,МАСКОУСКАЯ,MACKOYCKAI
1637,ОРОДСКАЯ,HUIYETOPOLCKAR
1638,бабин яр,GA6HH X 
1639,М,
1640,МЕТРОПОЛИТЕНА,MEOOTEHA
1641,ЛУБЯНКА,AYEAHKA KPACHAA BECHA
1642,Stalingrad,Stalingrad dreamstime.com 023354583300
1643,КАШИРСКАЯ КАШИРСКАЯ,KAWNPCKAA KALWNPCKAA
1644,Это э ктробус.,3703EKTpoVC
1645,Это электробус., ApGr ATO 3neKTpobCc
1646,Это электроб,OTO NeKTDO A3873 430121
1647,Это электробус.,TO 3nekipoo aj
1648,Это электробус.,3ro31EKTPO6VC
1649,Это электробус.,3TO3neKTpobyc. UNOMAG.RU
1650,Это электробус.,3te3meKTpobyc
1651,300,300
1652,Это электробус.,3To leKTPO6yC
1653,Это электробус.,9To3nektpo6vc C CER
1654,Это электробус,
1655,500-й Это электробус.,500- 3TO 3neKTPOyc.
1656,ГОРОДСКОЙ ЭЛЕКТРОБУС,rOPOACKOR 3NEKTPO6YC
1657,161779,161779
1658,Это электробус.,3N03NEKTPO6VC
1659,Это электробус.,3ro 3neKTpobyC
1660,Это электробус.,3TO3neKTpo6yC
1661,тробус.,Tpo6yc
1662,Это лектробус.,3TogneKTpobyc
1663,ГОРОДСКОЙ ЭЛЕКТРОБУС,TOPOACKOM 3NEKTPO6YC 06 00号 MSS imokam
1664,Это электробус.,9TO sneKTpobyc.
1665,Петербург в движении,METEPGYPT BABHRENMN
1666,ГОРОДСКОЙ ЭЛЕКТРОБ,TOPOACKON SNEKTPOGI DRIVE BUECTRO DO AML
1667,electric bus,electric KUIR-SUITAM bus
1668,1000-й Это электробус,TO3neKTDOO
1669,1000-й Это электробус.,"1815501110 1000-元 3TO3neKTpobyc,"
1670,1000-й Это электробус.,1000M ao3neKTpo6yc
1671,90 100,709010
1672,Это электробус.,OTO3neKTOoOoVC AOt om
1673,ГОРОДСКОЙ ЭЛЕКТРОБУС,DRIVE TOPOPCKOM3NEKTPO5YC K JRIVE BECTRO 周团
1674,Яндекс,Sowelo W HDexc Tac
1675,Яндекс Такси 95-55-55,HOeRCTRC 555
1676,Яндекс Такси,AHeKc Takcw
1677,Е838НМ,SnueNc E838HM790
1678,1343,1343
1679,Яндекс Такси, AHgeKcTakCM
1680,Яндекс Такси,SHeKcTaKCH
1681,Yandex,Yandex Ser-Da
1682,9,99P 国 R
1683,1217,1217
1684,ЯНДЕКС ТАКСИ,AHAEKC.TAKCN M
1685,ЯНДЕКС ТАКСИ,AHAEKC.TAKCN bucpo lanclaos
1686,49,aciy 49P HOerTaKCu
1687,Яндекс Такси 456 495 9999999,456 AHgekcTaKCH （495)9999999
1688,Яндекс Такси,BATILERELR HnekcTaxCu
1689,Яндекс Такси,AHgekcTaKcy
1690,49,49P
1691,lamoda,Poer lamoda
1692,Яндекс Go Такси 7 495 999 99 99,AHAekc GO Takcu （495) 999
1693,Промокоды и скидки для вызова такси Яндекс,POMOKOAbI WCKMAKN nABbI3OBa TaKCAHAeKC
1694,Яндекс Такси,AYOA HHRecTaKC W
1695,Вызывающе быстро Яндекс.Такси,M BbI3bIBaowe 6bICTPO SHAeKC.TaKCM taxi.yandex.ru
1696,Яндекс,HueK Ta
1697,Яндекс Такси,HHeKcTaKCH CKA
1698,МАШИНЫ ДЛЯ КОМФОРТ КЛАССА,MAWNHDIANA KOMOOPTKNACCA
1699,ndex,ndex
