index,answer,prediction
1329,"правка неуклонный
Лукьянович
оскорблять сыщик
шерстить Черкашина
шавка стронуть",правка неуклонный Лукьянович оскорблять СЫИК Черкашина шерстить шавка стронуть
1330,река,peka
1331,"якобинец
зайти нараспев
торговка",якобинец зайти HapacпeB торговка
1332,"вызнать
Кравцов",вызнать Кравцов H
1333,"разогнаться
тахикардия онемение
выколотить Данильченко",разогнаться тахикардия онемение Данильченко ВЫКОЛОТИТЬ  
1334,"горка дочкин(
оборудовать-",ропка ДОЧКИН( оборудовать 
1335,"Кудинович
увядание",Кудинович увядание
1336,пунктуальность,C 0  ПУНКТ
1337,Низовцев,HN3 овцев
1338,порядочно,ПОРЯДОЧНО
1339,Савва-,Caввa- U urdiegill
1340,беготня,беготня
1341,пейс,нейс
1342,копытце,VENIS PACE ENSE копытце
1343,"Голец
лепеха
Марфель",Фонец  лепеха Марфель
1344,"динамически
мыльный
лишний Шилин",ДИНАМИЧЕСКИ МЫЛЬНЫЙ лишний Шилин
1345,"говорить,","говорить,"
1346,"Нагорнова(
голосовать
укореняться",HaropHoBa( ролосовать укореняться  FY-C
1347,"спектр
Козлов",спектр Козлов
1348,"град
авва",рпад aBBa
1349,Лайков Зеленая,Лайков Зеленая
1350,"сродни ring
донести
управляться",ring сродни донести ynpa ЛЯТЬСЯ
1351,"47402
much?",47402 much?
1352,"прогрессивно
оборачивать
жбан телочка",елочка
1353,"13633
франт,"," 13633 франт,"
1354,гребешок,2pe6 e e2: 44K6 2 -3
1355,зачастую,зачастую
1356,"Петлицкая
данный
архивист",ПЕТЛИЦКАЯ ДАННЫЙ АРХИВИСТ  
1357,"целоваться
Перелыгина
гольф-клуб",целоваться Перельгина гольф-клуб
1358,Коняев,12      Kов
1359,"mile
фреймовый
спермий    -
Радюкевич   )",mile фреймовый спермой Радокевич
1360,9623438282,9623438282 Wiy8
1361,тигр,тигр
1362,жмурик,
1363,"сжать
11478",сжать 11478
1364,Полушин,Полу 
1365,"Титенков
выдвигать
Павловский",Титенков выдвигать Павловский
1366,"изумить нахалка
нерешительно
демонстрант
Ермилов",изумить нахалка нерешительно деmоnсtрanт Ермилов 
1367,признаться,
1368,24077,2407
1369,"18838 мочеиспускательный!
9843476241 побрызгать",18838 мочеиспускательный! 9843476241 побрызгать
1370,"опасно
неологизм",  опасно неологизм
1371,Мотовилова,Мотовилова
1372,"дружный
видеоклип
гимнастика?",дружный видеоклип гимнастика? 
1373,9097578123,
1374,атом,amou H1
1375,"10151
атолл", 051 атолл
1376,похвально,
1377,"кое-что Бочаров
залежалый",БОЧАРОВ КОЕ-ЧТО ЗАЛЕЖАЛЫЙ
1378,ридикюль.,B CE ZW РИДИКЮЛЬ
1379,grand),grand) 
1380,"русый Ильин
кокосовый
часом",Аsун pycua кокосовый уасом
1381,Минкин,МиHKИH
1382,9002782378?,9002782378?   
1383,"гуж приравнять
озарение вратарь
репа Лобанок",рyж приравнять озарение вpaTаpь  Лобанок pena
1384,37749,7 37749
1385,ноздреватый,ноздреватый 
1386,чайный, чайный LSTAR
1387,"профессор униженно.
прочный показывать
27239 9979351464", proфessor униженно. прочный показывать 27239 9979351464
1388,"пейджер
эрбий
Сафонова", 5 e ПЕЙДЖЕР ЭРБИЙ САФоНОвА
1389,"расшить очертание заслуженный
различение Умнов жечь столяр",расшить очерание заспуженыи разиение Умнов жечь стопир 
1390,ухарь,Frisch
1391,45040,45040
1392,Афина,Кфина  D0L H
1393,чужеземец,Чужеземец 
1394,Примшиц,При   
1395,разбиваться,
1396,смирительный,смирительный
1397,"глотательный
беспроволочный",глотательный беспроволочный 2O00OVA 
1398,84406,84406 
1399,"патриархия Лушников,
учинить детскость
Рудова row
разомлеть",ЛюшниКов ПАТРИАРХИЯ УЧИНИТЬ ДЕТСКОСТЬ РУДОВА ROW РАЗОМЛЕТЬ
1400,"Ильин
Вилков",Ильин БuкоB
1401,пуловер,  nуловeр
1402,43418,1 43418
1403,карнавал, КАРНАВАЛ
1404,цветение,f цветение TUESDAYE EST
1405,"9325177335
лысоватый",86Y0 7 9325177335 лысоватый
1406,достигаться,ДОСТИГ аться 
1407,"Таллин
Янцевич
все-все",Таллин Янцевич все-все
1408,полет,нолет 2 NE1  0
1409,"скоба
Марья",скоба Марья
1410,"Бальцевич)
смятый",6 Бальцевич) СмЯТый
1411,дружок,дружок
1412,"мертвец
Гришук",мертвец Гришук
1413,"Диана
Жданко",uana Жданко 
1414,68698,68698
1415,"подраться
сифилис",подраться sифилis
1416,"неустойчивый
9568488910;
климакс",стойчивый Hey 9568488910; KлUMAKC
1417,"Григорьева Бриль
Тумилович знамя",БРИЛЬ ГРИГОРЬЕВА Тyмилович ЗHAМЯ 
1418,"верфь
52425
энтомолог",беpфь 52425 эНтоМоЛоГ
1419,92027,92027   
1420,"Михайловский
клонирование
Армен сцепка", Михайловский клонирование Армен сцепка
1421,завуч, 3aBy4
1422,"черкать
стегать",черкать  стегать
1423,"Анна
сердить", AHHa сердить
1424,"Алехина
веяние",АЛЕХИНА ВЕЯНИЕ
1425,шале,S wane
1426,"привратник
Мюнхен",ПРИВРАТНИК МЮНХЕН Apo togaltm Sauag
